Date,Price
07/08/16,340.21
04/08/16,341.25
03/08/16,340.63
02/08/16,341.03
01/08/16,342.32
31/07/16,343.34
28/07/16,342.21
27/07/16,342.14
26/07/16,342.09
25/07/16,342.84
24/07/16,343.13
21/07/16,342.73
20/07/16,342.95
19/07/16,343.19
18/07/16,343.39
17/07/16,343.75
14/07/16,344.35
13/07/16,344.51
12/07/16,344.43
11/07/16,344.88
10/07/16,344.7
07/07/16,343.88
06/07/16,343.79
05/07/16,343.62
04/07/16,342.34
03/07/16,342.61
30/06/16,341.77
29/06/16,341.68
28/06/16,341.23
27/06/16,340.54
26/06/16,339.97
23/06/16,339.45
22/06/16,339.51
21/06/16,339.46
20/06/16,339.38
19/06/16,340.41
16/06/16,341.12
15/06/16,340.09
14/06/16,340.58
13/06/16,340.35
09/06/16,340.55
08/06/16,339.36
07/06/16,338.89
06/06/16,338.55
05/06/16,339.25
02/06/16,338.45
01/06/16,338.93
31/05/16,338.82
30/05/16,339.36
29/05/16,339.64
26/05/16,339.34
25/05/16,338.87
24/05/16,339.29
23/05/16,339.49
22/05/16,339.57
19/05/16,340.25
18/05/16,340.19
17/05/16,340.79
16/05/16,340.29
15/05/16,340.66
10/05/16,340.5
09/05/16,340.76
08/05/16,341.29
05/05/16,341.27
04/05/16,340.71
03/05/16,341.14
02/05/16,341.33
01/05/16,341.63
27/04/16,341.15
26/04/16,340.91
25/04/16,340.97
24/04/16,340.56
21/04/16,340.17
20/04/16,340.47
19/04/16,339.85
18/04/16,339.57
17/04/16,339.7
14/04/16,339.4
13/04/16,338.98
12/04/16,338.64
11/04/16,338.57
10/04/16,338.18
07/04/16,338.11
06/04/16,337.99
05/04/16,337.78
04/04/16,337.04
03/04/16,337.12
31/03/16,336.38
30/03/16,335.76
29/03/16,335.73
28/03/16,336.41
27/03/16,336.47
23/03/16,336.54
22/03/16,336.84
21/03/16,337.08
20/03/16,337.99
17/03/16,338.08
16/03/16,336.98
15/03/16,336.09
14/03/16,336.34
13/03/16,336.09
10/03/16,336.98
09/03/16,336.75
08/03/16,337.08
07/03/16,336
06/03/16,336.91
03/03/16,336.86
02/03/16,337.26
01/03/16,337.44
29/02/16,337.76
28/02/16,336.85
25/02/16,336.11
24/02/16,335.28
23/02/16,334.09
22/02/16,333.89
21/02/16,333.85
18/02/16,334.4
17/02/16,333.51
16/02/16,333.88
